,data_pregao,cod_acao,nome_emp,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,qtd_negocios,vol_financeiro
14432,2022-07-05,P1YC34,PAYCOM SOFTW,56.47,56.47,56.47,56.47,0,5640
14437,2022-07-05,P2OD34,INSULET CORP,41.64,41.64,41.64,41.64,0,8320
14438,2022-07-05,P2TC34,PTC INC,38.18,38.18,38.18,38.18,0,3810
14463,2022-07-12,P2CY34,PAYLOCITY,31.71,31.71,31.71,31.71,0,3170
14466,2022-07-12,P2NB34,PENUMBRA,22.77,22.77,22.77,22.77,0,2270
14467,2022-07-12,P2OD34,INSULET CORP,40.24,40.24,40.24,40.24,0,12070
14557,2022-07-12,PHMO34,PHILIP MORRI,254.0,257.0,254.0,256.5,0,102450
14658,2022-07-12,PTCH34,PETROCHIN,243.0,243.0,243.0,243.0,0,24300
14668,2022-07-19,PTCH34,PETROCHIN,251.75,252.25,251.75,252.25,0,50400
14688,2022-07-19,R2GE34,REPLIGEN,30.3,30.3,30.3,30.3,0,6060
14712,2022-07-05,R1MD34,RESMED INC,290.71,290.71,290.71,290.71,0,29070
14713,2022-07-05,R1OP34,ROPER TECHNO,215.39,215.39,215.39,215.39,0,21530
14715,2022-07-05,R2GE34,REPLIGEN,29.75,29.75,29.75,29.75,0,8920
14716,2022-07-05,R2HH34,RH,21.5,21.5,21.5,21.5,0,2150
14717,2022-07-05,R2NG34,RINGCENTRAL,13.26,13.26,13.26,13.26,0,2650
14726,2022-07-12,Q1RV34,QORVO INC,265.72,265.72,265.72,265.72,0,26570
14740,2022-07-12,R2GE34,REPLIGEN,29.28,29.28,29.28,29.28,0,14640
14741,2022-07-12,R2NG34,RINGCENTRAL,11.17,11.17,11.17,11.17,0,2230
14861,2022-07-19,REGN34,REGENERON PH,640.64,645.76,640.64,645.12,0,450540
14966,2022-07-19,S1GE34,SEAGEN,47.0,47.0,47.0,47.0,0,23500
14967,2022-07-19,S1IV34,SVB FINANCIA,575.68,575.68,575.68,575.68,0,57560
14968,2022-07-19,S1LG34,SL GREEN REA,131.69,131.95,131.69,131.95,0,65940
14969,2022-07-19,S1MF34,SUMITOMO MIT,32.9,32.9,32.48,32.48,0,6530
14970,2022-07-19,S1OU34,SOUTHWEST AI,223.96,223.96,223.96,223.96,0,44790
14989,2022-07-12,S1BS34,SIBANYE STIL,27.12,27.54,26.86,27.36,0,21730
14991,2022-07-12,S1HW34,THE SHERWIN,129.59,129.59,129.59,129.59,0,12950
14993,2022-07-12,S1LG34,SL GREEN REA,125.7,125.7,125.7,125.7,0,100560
14995,2022-07-12,S1OU34,SOUTHWEST AI,209.4,209.4,209.4,209.4,0,167520
14996,2022-07-12,S1PL34,SPLUNK INC,24.69,24.69,24.69,24.69,0,7400
14998,2022-07-12,S1RP34,SAREPTA THER,21.34,21.34,21.34,21.34,0,6400
14999,2022-07-12,S1SN34,SSC TECHNOL,52.65,52.65,52.65,52.65,0,5260
15025,2022-07-05,S1OU34,SOUTHWEST AI,196.05,196.05,196.05,196.05,0,78420
15029,2022-07-05,S1SN34,SSC TECHNOL,52.98,52.98,52.98,52.98,0,5290
15034,2022-07-05,S2ED34,SOLAR TECH,41.53,41.53,41.53,41.53,0,16610
15036,2022-07-19,S1TT34,STATE STREET,361.6,361.6,361.6,361.6,0,72320
15037,2022-07-19,S1TX34,SEAGATE HOLD,424.77,424.77,424.77,424.77,0,42470
15038,2022-07-19,S1YF34,SYNCHRONY FI,172.72,179.3,172.72,179.3,0,52900
15039,2022-07-19,S1YK34,STRYKER CORP,265.35,265.35,265.35,265.35,0,26530
15042,2022-07-19,S2ED34,SOLAR TECH,44.37,44.37,44.37,44.37,0,22180
15047,2022-07-19,S2TA34,STAG INDUSTR,31.86,32.46,31.86,32.46,0,19170
15066,2022-07-12,S2ED34,SOLAR TECH,41.04,41.04,40.72,40.72,0,12240
15068,2022-07-12,S2MA34,SMARTSHEET,21.12,21.12,21.12,21.12,0,2110
15159,2022-07-25,BLPA39,GX MLP ETF,53.0,53.0,52.95,52.95,0,10590
15160,2022-07-25,BLPX39,GX MLP EN IN,54.85,54.85,54.85,54.85,0,10970
15161,2022-07-25,BLQD39,BKR IBOX IGC,61.39,61.39,61.39,61.39,0,6130
15285,2022-07-25,BOTZ39,GX ROBOTC AI,29.37,29.4,29.1,29.1,0,20510
15304,2022-07-25,BPVE39,GX INFRA DEV,44.16,44.16,43.84,43.84,0,8800
15376,2022-07-19,STZB34,CONSTELLATIO,328.9,328.9,327.03,327.03,0,130990
15391,2022-07-19,T1LK34,PT TELEKOMUN,74.27,74.27,73.9,73.9,0,37060
15394,2022-07-19,T1RI34,TRIPADVISOR,98.0,102.75,98.0,102.75,0,89490
15395,2022-07-19,T1TW34,TAKE-TWO INT,166.79,172.97,166.79,172.11,0,120170
15397,2022-07-19,T1XT34,TEXTRON INC,339.71,339.71,339.71,339.71,0,33970
15412,2022-07-05,T1FX34,TELEFLEX INC,135.71,135.71,135.71,135.71,0,13570
15415,2022-07-05,T1RO34,T ROWE PRICE,311.5,311.5,311.5,311.5,0,93450
15420,2022-07-05,T1WL34,TWILIO INC,19.55,19.55,19.55,19.55,0,3910
15421,2022-07-05,T1XT34,TEXTRON INC,319.42,319.42,319.42,319.42,0,95820
15424,2022-07-05,T2ND34,TAND DIABETE,22.43,22.43,22.43,22.43,0,2240
15425,2022-07-05,T2RM34,TRIMBLE INC,31.3,31.3,31.3,31.3,0,3130
15440,2022-07-12,T1AM34,ATLASSIAN CO,51.77,51.77,51.77,51.77,0,31060
15441,2022-07-12,T1CH34,BIO-TECHNE C,63.9,63.9,63.9,63.9,0,12780
15447,2022-07-12,T1WL34,TWILIO INC,18.14,18.14,18.14,18.14,0,3620
15450,2022-07-12,T2RM34,TRIMBLE INC,31.8,31.8,31.26,31.26,0,12610
15452,2022-07-12,T2YL34,TYLER TECH,29.3,29.3,29.3,29.3,0,5860
15593,2022-07-25,BSDV39,GX SUPERDIVD,24.92,24.92,24.74,24.74,0,9930
15594,2022-07-25,BSHY39,BKR 1 3 YRTR,56.17,56.17,56.17,56.17,0,5610
15595,2022-07-25,BSIL39,GX SILVER MN,25.8,25.8,25.53,25.53,0,10260
15599,2022-07-25,BSOC39,GX SOCIAL MD,22.44,22.44,22.26,22.26,0,8940
15610,2022-07-25,BUSR39,CORE US REIT,50.5,50.5,50.3,50.3,0,20140
15616,2022-07-25,C1BR34,CBRE GROUP I,448.71,448.71,448.71,448.71,0,44870
15674,2022-07-12,TSNF34,TYSON FOODS,451.0,451.0,451.0,451.0,0,360800
15721,2022-07-25,C1TV34,CORTEVA INC,74.44,74.44,74.44,74.44,0,29770
15722,2022-07-25,C2HP34,CHARGEPOINTH,24.55,24.55,24.55,24.55,0,9820
15724,2022-07-25,C2OU34,COURSERA INC,44.6,44.6,44.59,44.59,0,22290
15752,2022-07-19,U1RI34,UNITED RENTA,729.44,729.44,729.44,729.44,0,72940
15825,2022-07-12,UPSS34,UPS,61.02,61.02,61.02,61.02,0,48810
15875,2022-07-19,V1IP34,VIPSHOP HOLD,26.98,27.02,26.98,27.02,0,8100
15876,2022-07-19,V1NO34,VORNADO REAL,160.64,160.64,160.64,160.64,0,16060
15878,2022-07-19,V1TA34,VENTAS INC,136.12,136.12,136.12,136.12,0,13610
15891,2022-07-19,VFCO34,VF CORP,127.8,129.6,127.8,129.6,0,89820
15904,2022-07-05,V2EE34,VEEVASYSTEMS,37.27,37.27,37.27,37.27,0,11180
16013,2022-07-19,VRSN34,VERISIGN INC,246.45,246.45,246.45,246.45,0,49290
16024,2022-07-19,W1AB34,WABTEC CORP,232.04,232.04,232.04,232.04,0,185630
16050,2022-07-05,W1BO34,WEIBO CORP,32.03,32.03,32.03,32.03,0,9600
16057,2022-07-05,W2OL34,WOLFSPEED IN,24.26,24.26,24.26,24.26,0,2420
16064,2022-07-12,VLOE34,VALERO ENER,279.85,283.33,279.85,283.33,0,112780
16083,2022-07-12,W2OL34,WOLFSPEED IN,25.05,25.05,25.05,25.05,0,2500
16123,2022-07-19,W1MC34,WASTE MANAG,410.5,410.5,410.5,410.5,0,41050
16147,2022-07-19,WUNI34,WESTERNUNION,92.16,92.16,92.16,92.16,0,9210
16237,2022-07-25,D1DG34,DATADOG INC,51.54,51.54,51.54,51.54,0,10300
16238,2022-07-25,D1EL34,DELL TECHNOL,235.0,236.4,235.0,235.2,0,117660
16261,2022-07-19,Z1BR34,ZEBRA TECHNO,54.09,56.35,54.09,56.35,0,16480
16280,2022-07-05,XRXB34,XEROX CORP,77.0,77.0,77.0,77.0,0,7700
16285,2022-07-05,Z1BR34,ZEBRA TECHNO,54.14,54.14,54.14,54.14,0,5410
16288,2022-07-05,Z2EN34,ZENDESK INC,26.6,26.6,26.6,26.6,0,2660
16302,2022-07-06,A1BB34,ABB LTD,35.63,35.63,35.63,35.63,0,3560
16304,2022-07-06,A1EG34,AEGON NV,21.63,21.9,21.62,21.9,0,10890
16310,2022-07-12,Z1TS34,ZOETIS INC,237.48,237.48,236.69,236.69,0,142400
16326,2022-07-13,A1BB34,ABB LTD,35.72,35.87,35.72,35.87,0,17910
16328,2022-07-13,A1EG34,AEGON NV,21.89,22.1,21.89,22.1,0,8770
16331,2022-07-13,A1KA34,AKAMAI TECHN,39.64,39.64,39.64,39.64,0,3960
16332,2022-07-13,A1LB34,ALBEMARLE CO,1047.53,1047.53,1047.53,1047.53,0,104750
16333,2022-07-13,A1LN34,ALNYLAM PHAR,38.56,38.56,38.56,38.56,0,3850
16337,2022-07-25,D1VN34,DEVON ENERGY,306.51,306.51,306.35,306.35,0,61280
16339,2022-07-25,D2KS34,DICKS SPORT,49.7,49.7,49.7,49.7,0,9940
16341,2022-07-25,D2TC34,DYNATRACE IN,24.85,24.85,24.85,24.85,0,9940
16344,2022-07-25,DBAG34,DEUTSCHE AK,46.55,46.55,46.55,46.55,0,9310
16347,2022-07-25,DEEC34,DEERE CO,863.32,864.3,863.32,864.3,0,259190
16369,2022-07-20,A1AP34,ADVANCE AUTO,64.31,64.31,64.31,64.31,0,6430
16371,2022-07-20,A1BM34,ABIOMED INC,372.81,377.7,372.81,377.7,0,112820
16380,2022-07-20,A1LG34,ALIGN TECHNO,371.88,371.88,371.88,371.88,0,37180
16385,2022-07-20,A1MX34,AMERICAMOVIL,50.7,50.7,50.7,50.7,0,5070
16387,2022-07-20,A1PA34,APA CORP,184.96,184.96,184.96,184.96,0,110970
16388,2022-07-20,A1RE34,ALEXANDRIA R,201.45,201.45,201.45,201.45,0,20140
16389,2022-07-20,A1SN34,ASCENDIS PHA,32.69,32.69,32.19,32.19,0,19560
16394,2022-07-20,A1YX34,ALTERYX INC,13.51,13.51,13.43,13.43,0,2690
16398,2022-07-20,A2MR34,AMYRIS INC,12.09,12.09,12.09,12.09,0,1200
16399,2022-07-06,A1EP34,AMERICAN ELE,257.66,257.66,257.66,257.66,0,25760
16400,2022-07-06,A1ES34,AES CORP,111.66,111.66,111.66,111.66,0,11160
16402,2022-07-06,A1KA34,AKAMAI TECHN,41.8,41.8,41.8,41.8,0,4180
16405,2022-07-06,A1MT34,APPLIED MATE,459.54,470.83,459.54,470.83,0,185910
16406,2022-07-06,A1MX34,AMERICAMOVIL,54.55,54.55,54.55,54.55,0,5450
16407,2022-07-06,A1NE34,ARISTA NETWO,133.83,133.83,133.4,133.4,0,120140
16414,2022-07-06,A1UA34,ANGLOGOLD AS,19.6,19.6,19.44,19.44,0,5840
16418,2022-07-06,A1YX34,ALTERYX INC,13.77,13.77,13.71,13.71,0,4110
16420,2022-07-06,A2MC34,AMC ENTERT H,11.46,11.46,11.22,11.22,0,2260
16421,2022-07-06,A2MR34,AMYRIS INC,11.9,11.9,11.9,11.9,0,3570
16423,2022-07-06,A2RR34,ARROWHEAD PH,26.85,27.33,26.85,27.33,0,10830
16424,2022-07-06,A2VL34,AVALARA INC,26.58,26.58,26.58,26.58,0,5310
16425,2022-07-06,A2XO34,AXON ENTERPR,28.2,28.2,28.2,28.2,0,5640
16433,2022-07-13,A1RE34,ALEXANDRIA R,189.05,189.05,189.05,189.05,0,18900
16439,2022-07-13,A1YX34,ALTERYX INC,13.0,13.0,12.98,12.98,0,2590
16444,2022-07-13,A2RR34,ARROWHEAD PH,28.08,28.08,28.08,28.08,0,2800
16457,2022-07-13,ABUD34,AB INBEV,49.45,49.7,49.4,49.7,0,34730
16458,2022-07-13,ACNB34,ACCENTURE,1469.01,1470.0,1469.01,1470.0,0,587800
16462,2022-07-20,A2RW34,ARROW ELECTR,42.0,42.0,42.0,42.0,0,8400
16463,2022-07-20,A2VL34,AVALARA INC,33.23,33.23,33.23,33.23,0,3320
16464,2022-07-20,A2XO34,AXON ENTERPR,30.96,30.96,30.96,30.96,0,6190
16476,2022-07-20,ACNB34,ACCENTURE,1534.0,1534.0,1534.0,1534.0,0,1073800
16502,2022-07-25,E1DI34,CONSOLIDATED,252.0,252.0,252.0,252.0,0,25200
16504,2022-07-25,E1QN34,EQUINOR ASA,95.76,95.76,95.67,95.67,0,76580
16507,2022-07-25,E1WL34,EDWARDS LIFE,136.96,136.96,136.96,136.96,0,27390
16515,2022-07-25,EBAY34,EBAY,125.8,125.8,125.8,125.8,0,12580
16529,2022-07-06,ABTT34,ABBOTT,148.11,148.11,148.05,148.05,0,88840
16531,2022-07-06,ACNB34,ACCENTURE,1503.63,1503.63,1503.63,1503.63,0,150360
16554,2022-07-13,ADPR34,AUTOMATIC DT,564.8,564.8,564.8,564.8,0,56480
16779,2022-07-06,ASML34,ASML HOLD,2341.75,2341.75,2330.91,2330.91,0,467260
16791,2022-07-06,AXPB34,AMERICAN EXP,75.4,75.4,75.4,75.4,0,22620
16799,2022-07-06,B1AX34,BAXTER INTER,177.26,177.26,176.76,176.76,0,123800
16801,2022-07-06,B1DX34,BECTON DICKI,266.49,268.6,266.49,268.5,0,186950
16814,2022-07-13,AXPB34,AMERICAN EXP,74.48,74.72,74.48,74.72,0,44710
16822,2022-07-13,B1AM34,BROOKFIELD A,59.56,59.81,59.54,59.78,0,29840
16825,2022-07-13,B1DX34,BECTON DICKI,255.44,255.44,255.44,255.44,0,25540
16827,2022-07-13,B1KR34,BAKER HUGHES,154.0,154.0,154.0,154.0,0,30800
16850,2022-07-20,B1WA34,BORGWARNER I,195.8,195.8,195.8,195.8,0,19580
16869,2022-07-25,F1AN34,DIAMONDBACK,315.0,315.0,315.0,315.0,0,31500
16874,2022-07-25,F1TN34,FORTINET INC,163.63,163.63,163.63,163.63,0,32720
16875,2022-07-25,F2RS34,FRESHWORKS,29.36,29.36,29.36,29.36,0,8800
16954,2022-07-13,BBUG39,GX CYBERSECT,45.3,46.0,45.3,46.0,0,18290
16972,2022-07-20,BBUG39,GX CYBERSECT,48.5,48.75,48.5,48.75,0,9720
16976,2022-07-20,BCHQ39,GX MSCICHINA,30.36,30.39,30.36,30.39,0,12150
16978,2022-07-20,BCLO39,GX CLOUD CPT,31.71,32.13,31.71,32.13,0,6380
16979,2022-07-20,BCPX39,GX COPPER MN,30.87,31.11,30.87,30.96,0,15500
16987,2022-07-20,BDRI39,GX AEVEHICLE,41.8,42.0,41.8,42.0,0,8380
16992,2022-07-06,BBUG39,GX CYBERSECT,47.5,47.75,47.5,47.75,0,9520
16993,2022-07-06,BBYY34,BEST BUY,372.73,372.73,372.73,372.73,0,74540
16998,2022-07-06,BCLO39,GX CLOUD CPT,31.53,31.62,31.53,31.62,0,9470
16999,2022-07-06,BCPX39,GX COPPER MN,30.21,30.75,30.21,30.75,0,12190
17006,2022-07-06,BDVD39,GX SUPDIV US,52.7,52.7,52.65,52.65,0,15800
17008,2022-07-06,BEDC39,GX TLMEDC DH,33.12,33.36,33.12,33.36,0,6640
17017,2022-07-06,BEFG39,MSCIEAFEGROW,40.8,40.8,40.8,40.8,0,4080
17021,2022-07-13,BCLO39,GX CLOUD CPT,29.04,29.37,29.04,29.37,0,11700
17022,2022-07-13,BCPX39,GX COPPER MN,29.58,30.0,29.58,29.91,0,23860
17029,2022-07-13,BDRI39,GX AEVEHICLE,38.48,39.04,38.48,39.0,0,15520
17030,2022-07-13,BDVD39,GX SUPDIV US,52.4,52.55,52.15,52.55,0,47120
17032,2022-07-13,BEDC39,GX TLMEDC DH,32.19,32.43,32.19,32.34,0,12920
17040,2022-07-13,BEFA39,MSCI EAFE,41.3,41.3,41.3,41.3,0,4130
17047,2022-07-13,BEWH39,MSCIHONGKONG,38.72,38.72,38.72,38.72,0,3870
17050,2022-07-20,BDVD39,GX SUPDIV US,53.7,53.9,53.7,53.9,0,10760
17052,2022-07-20,BEDC39,GX TLMEDC DH,34.02,34.14,34.02,34.14,0,6810
17067,2022-07-20,BEWG39,MSCI GERMANY,41.68,41.68,41.61,41.61,0,33300
17068,2022-07-20,BEWH39,MSCIHONGKONG,38.8,38.8,38.8,38.8,0,3880
17075,2022-07-20,BFBI39,FT NYSE BIOT,37.98,37.98,37.98,37.98,0,3790
17076,2022-07-20,BFNX39,GX FINTECH,25.89,26.1,25.89,26.1,0,10390
17080,2022-07-20,BGRT39,GLOBAL REIT,43.9,43.9,43.9,43.9,0,4390
17088,2022-07-06,BEWH39,MSCIHONGKONG,39.04,39.04,39.04,39.04,0,3900
17090,2022-07-06,BEWL39,MSCI SWITZER,44.29,44.29,44.29,44.29,0,8850
17093,2022-07-06,BEWY39,MSCISOUTHKOR,38.39,38.39,38.39,38.39,0,26870
17094,2022-07-06,BEWZ39,MSCI BRAZIL,47.55,47.55,47.55,47.55,0,9510
17097,2022-07-06,BFNX39,GX FINTECH,24.1,24.28,24.1,24.28,0,7240
17103,2022-07-06,BHER39,GX GAMES SPT,29.01,29.16,29.01,29.16,0,8710
17112,2022-07-13,BEWQ39,MSCI FRANCE,39.05,39.05,39.05,39.05,0,3900
17113,2022-07-13,BEWU39,MSCI UK,52.42,52.45,52.42,52.45,0,47190
17117,2022-07-13,BFNX39,GX FINTECH,23.18,23.54,23.18,23.54,0,18710
17122,2022-07-13,BHER39,GX GAMES SPT,28.11,28.47,28.11,28.47,0,22620
17123,2022-07-13,BHYG39,BKR IBOXX HY,50.7,50.7,50.7,50.7,0,10140
17131,2022-07-13,BIEV39,EUROPE ETF,44.64,44.64,44.64,44.64,0,8920
17144,2022-07-20,BHER39,GX GAMES SPT,29.34,29.55,29.34,29.55,0,11770
17158,2022-07-20,BILB34,BILBAOVIZ,22.98,22.98,22.81,22.92,0,20620
17205,2022-07-13,BIVW39,SP500GROWTH,41.19,41.19,41.19,41.19,0,4110
17209,2022-07-13,BIYE39,BKR US ENER,66.76,66.76,66.76,66.76,0,6670
17218,2022-07-13,BLBT39,GX LITHIUM B,47.0,47.55,47.0,47.55,0,18930
17224,2022-07-13,BLPA39,GX MLP ETF,49.85,50.25,49.55,50.25,0,19980
17225,2022-07-13,BLPX39,GX MLP EN IN,51.1,51.45,50.9,51.45,0,20490
17249,2022-07-20,BLPA39,GX MLP ETF,53.05,53.4,53.05,53.4,0,10640
17250,2022-07-20,BLPX39,GX MLP EN IN,54.3,54.7,54.3,54.7,0,10900
17268,2022-07-06,BLPA39,GX MLP ETF,48.8,48.8,48.8,48.8,0,9760
17269,2022-07-06,BLPX39,GX MLP EN IN,50.1,50.1,50.05,50.05,0,10010
17282,2022-07-06,BMTU39,MSCIUSAMOM F,36.99,36.99,36.99,36.99,0,11090
17295,2022-07-06,BOTZ39,GX ROBOTC AI,28.11,28.23,28.11,28.23,0,8440
17299,2022-07-13,BMKS3,BIC MONARK,240.0,240.0,240.0,240.0,0,120000
17316,2022-07-13,BOTZ39,GX ROBOTC AI,27.06,27.39,27.06,27.36,0,21810
17322,2022-07-13,BOXP34,BOSTON PROP,46.55,46.95,46.55,46.95,0,42030
17358,2022-07-20,BPVE39,GX INFRA DEV,43.72,44.08,43.72,44.08,0,8780
17363,2022-07-06,BOXP34,BOSTON PROP,49.05,49.05,49.05,49.05,0,19620
17376,2022-07-06,BPVE39,GX INFRA DEV,40.84,41.36,40.84,41.36,0,8220
17397,2022-07-13,BPVE39,GX INFRA DEV,40.76,41.28,40.76,41.28,0,16410
17399,2022-07-13,BQYL39,GX NASDAQ100,32.04,32.19,31.89,32.1,0,28890
17475,2022-07-06,BSDV39,GX SUPERDIVD,24.5,24.5,24.42,24.42,0,9780
17478,2022-07-06,BSIL39,GX SILVER MN,26.79,26.79,26.64,26.67,0,16020
17482,2022-07-06,BSOC39,GX SOCIAL MD,22.96,23.2,22.96,23.2,0,6910
17483,2022-07-06,BSOX39,BKR SEMICOND,46.25,46.25,46.25,46.25,0,4620
17496,2022-07-13,BSIL39,GX SILVER MN,26.34,26.88,26.28,26.85,0,24000
17500,2022-07-13,BSOC39,GX SOCIAL MD,21.96,22.22,21.96,22.18,0,17690
17524,2022-07-20,BSIL39,GX SILVER MN,26.73,26.73,26.22,26.22,0,10590
17530,2022-07-20,BSOC39,GX SOCIAL MD,23.48,23.68,23.48,23.68,0,9430
17553,2022-07-06,BTLT39,BKR 20YR TRS,41.84,41.84,41.84,41.84,0,12550
17555,2022-07-06,BURA39,GX URANIUM,33.09,33.22,32.82,32.82,0,16470
17559,2022-07-06,BXTC39,EXPON TECHNL,44.03,44.03,44.03,44.03,0,22010
17564,2022-07-06,C1FG34,CITIZENS FIN,193.61,194.01,193.61,194.01,0,116320
17569,2022-07-06,C1MG34,CHIPOTLE MEX,364.45,364.45,363.34,363.34,0,72770
17570,2022-07-06,C1NS34,CELANESE COR,306.76,306.76,306.76,306.76,0,30670
17575,2022-07-06,C1TV34,CORTEVA INC,69.64,69.64,69.64,69.64,0,6960
17582,2022-07-20,C1MG34,CHIPOTLE MEX,374.04,374.04,374.04,374.04,0,336630
17584,2022-07-20,C1OG34,COTERRA ENER,140.5,156.7,140.5,156.7,0,59440
17587,2022-07-20,C1TV34,CORTEVA INC,72.94,73.47,72.94,73.26,0,21960
17588,2022-07-20,C2GN34,COGNEX CORP,32.59,32.59,32.59,32.59,0,3250
17599,2022-07-20,CAPH34,CAPRI HOLDI,257.5,257.5,257.5,257.5,0,25750
17614,2022-07-13,C1NS34,CELANESE COR,292.62,293.07,292.62,293.07,0,117090
17615,2022-07-13,C1OU34,COUPA SOFTWA,10.65,10.69,10.65,10.69,0,2130
17617,2022-07-13,C1TV34,CORTEVA INC,70.54,70.54,70.54,70.54,0,7050
17620,2022-07-13,C2PT34,CAMDEN PROP,47.7,47.7,47.7,47.7,0,9540
17724,2022-07-13,CHME34,CME GROUP,274.68,274.68,274.68,274.68,0,27460
17745,2022-07-06,CHME34,CME GROUP,276.15,276.15,276.15,276.15,0,55230
17851,2022-07-06,CRDA34,CREDIT ACCEP,271.6,271.6,271.6,271.6,0,81480
17870,2022-07-20,CRIN34,CARTERS INC,221.1,221.2,221.1,221.2,0,44230
17936,2022-07-06,CSXC34,CSX CORP,78.68,78.68,78.68,78.68,0,31470
17944,2022-07-06,CTSH34,COGNIZANT,370.26,370.26,370.08,370.08,0,74030
17964,2022-07-20,CTSH34,COGNIZANT,371.05,371.05,371.05,371.05,0,333940
17984,2022-07-13,CTSH34,COGNIZANT,350.51,350.51,350.51,350.51,0,210300
18002,2022-07-13,D1DG34,DATADOG INC,52.95,52.95,52.95,52.95,0,5290
18003,2022-07-13,D1EL34,DELL TECHNOL,234.09,234.09,234.09,234.09,0,70220
18006,2022-07-13,D1LR34,DIGITAL REAL,166.1,166.1,166.1,166.1,0,16610
18033,2022-07-06,D2KN34,DRAFTKINGS,12.1,12.1,12.1,12.1,0,1210
18037,2022-07-06,DBAG34,DEUTSCHE AK,42.8,42.8,42.75,42.75,0,17110
18039,2022-07-06,DEEC34,DEERE CO,778.94,778.94,778.94,778.94,0,77890
18041,2022-07-06,DEOP34,DIAGEO PL,942.09,952.32,942.09,952.32,0,189440
18048,2022-07-20,D1LR34,DIGITAL REAL,164.72,164.72,164.72,164.72,0,16470
18056,2022-07-20,D2TC34,DYNATRACE IN,25.63,25.63,25.63,25.63,0,10250
18062,2022-07-20,DEAI34,DELTA,178.55,179.35,178.55,179.35,0,143160
18063,2022-07-20,DEEC34,DEERE CO,858.6,858.6,858.6,858.6,0,171720
18088,2022-07-13,DGCO34,DOLLAR GENER,669.91,670.38,669.91,670.38,0,268010
18164,2022-07-20,E1SS34,ESSEX PROPER,145.88,145.88,145.88,145.88,0,29170
18179,2022-07-13,E1RI34,ERICSSON LM,20.28,20.3,20.28,20.3,0,6080
18183,2022-07-13,E1XP34,EXPEDITORS I,254.5,254.5,254.5,254.5,0,25450
18185,2022-07-13,E2ST34,ELASTIC NV,32.36,32.36,32.36,32.36,0,6470
18186,2022-07-13,E2TS34,ETSY INC,30.2,30.2,30.2,30.2,0,6040
18191,2022-07-13,EBAY34,EBAY,115.2,115.2,115.2,115.2,0,11520
18207,2022-07-06,E2ST34,ELASTIC NV,33.95,33.95,33.95,33.95,0,3390
18209,2022-07-06,E2XE34,EXELIXIS INC,57.77,57.77,57.77,57.77,0,11550
18228,2022-07-20,E1WL34,EDWARDS LIFE,138.52,138.52,138.52,138.52,0,27700
18231,2022-07-20,E2ST34,ELASTIC NV,36.95,36.95,36.95,36.95,0,3690
18232,2022-07-20,E2XE34,EXELIXIS INC,59.7,59.7,59.7,59.7,0,5970
18405,2022-07-06,F1AN34,DIAMONDBACK,305.35,305.35,293.88,299.06,0,119730
18406,2022-07-06,F1BH34,FORTUNE BRAN,334.5,334.5,334.5,334.5,0,33450
18407,2022-07-06,F1FI34,F5 INC,209.16,209.16,209.16,209.16,0,41830
18409,2022-07-06,F1MC34,FMC CORP,279.05,279.05,278.65,278.65,0,83630
18413,2022-07-06,F2IV34,FIVE9 INC,34.47,34.47,34.47,34.47,0,3440
18430,2022-07-20,F1AN34,DIAMONDBACK,320.84,320.84,320.84,320.84,0,32080
18434,2022-07-20,F1RA34,FRANKLIN RES,137.98,137.98,137.98,137.98,0,41390
18446,2022-07-13,F1AN34,DIAMONDBACK,296.67,296.67,296.4,296.4,0,207640
18458,2022-07-13,FDXB34,FEDEX CORP,1171.28,1171.28,1171.28,1171.28,0,468510
18504,2022-07-06,FLTC34,FLEETCOR TEC,291.9,291.9,291.9,291.9,0,29190
18525,2022-07-20,FLTC34,FLEETCOR TEC,300.0,300.0,300.0,300.0,0,240000
18568,2022-07-25,G2DD34,GODADDY INC,39.14,39.14,39.14,39.14,0,3910
18570,2022-07-13,FLTC34,FLEETCOR TEC,280.0,280.0,279.97,279.97,0,111990
18589,2022-07-13,G1FI34,GOLD FIELDS,25.25,25.74,25.25,25.74,0,10140
18590,2022-07-13,G1PI34,GLOBAL PAYME,151.6,151.67,151.6,151.67,0,90980
18593,2022-07-13,G2DD34,GODADDY INC,38.76,38.76,38.76,38.76,0,3870
18595,2022-07-13,G2NT34,GENTEX CORP,37.49,37.49,37.49,37.49,0,3740
18601,2022-07-06,FOXC34,FOX CORP,179.35,179.35,179.35,179.35,0,89670
18614,2022-07-06,G1PI34,GLOBAL PAYME,153.44,153.76,153.44,153.76,0,46090
18615,2022-07-06,G1RM34,GARMIN LTD,270.0,270.0,270.0,270.0,0,108000
18617,2022-07-06,G2DD34,GODADDY INC,39.36,39.36,39.36,39.36,0,3930
18637,2022-07-20,G2DD34,GODADDY INC,40.52,40.52,40.52,40.52,0,4050
18639,2022-07-20,G2NT34,GENTEX CORP,39.84,39.84,39.84,39.84,0,3980
18645,2022-07-20,GDXB39,VE GOLD ETF,46.86,46.86,46.86,46.86,0,9370
18663,2022-07-25,G2ME34,GLOBUS MEDIC,38.94,38.94,38.94,38.94,0,3890
18664,2022-07-25,G2NT34,GENTEX CORP,36.83,36.83,36.83,36.83,0,11040
18711,2022-07-13,GILD34,GILEAD,168.8,168.8,168.8,168.8,0,101280
